block_idx,model_ns,block_ns,frames_processed,overrun,warmup
279,20500,25667,16,0,0
280,18917,24291,16,0,0
281,18041,23708,16,0,0
282,19042,23916,16,0,0
283,22125,27709,16,0,0
284,19708,24959,16,0,0
285,20250,25208,16,0,0
286,19959,25042,16,0,0
287,19708,24875,16,0,0
288,18583,23750,16,0,0
289,18375,23459,16,0,0
290,19292,24709,16,0,0
291,16458,21417,16,0,0
292,18625,23834,16,0,0
293,18042,24250,16,0,0
294,20166,26125,16,0,0
295,19292,25125,16,0,0
296,17042,23000,16,0,0
297,16292,21375,16,0,0
298,17459,22500,16,0,0
299,19708,25042,16,0,0
300,19667,24792,16,0,0
301,16625,21291,16,0,0
302,16791,21875,16,0,0
303,18167,23584,16,0,0
304,20208,25500,16,0,0
305,19750,25083,16,0,0
306,20417,26541,16,0,0
307,17583,22625,16,0,0
308,19375,24791,16,0,0
309,17041,22250,16,0,0
310,19791,25708,16,0,0
311,18833,24125,16,0,0
312,19042,24375,16,0,0
313,17959,22958,16,0,0
314,18750,24791,16,0,0
315,19000,25500,16,0,0
316,18500,24458,16,0,0
317,22250,28416,16,0,0
318,18542,24083,16,0,0
319,22375,27834,16,0,0
320,21208,27250,16,0,0
321,19042,24375,16,0,0
322,22125,27333,16,0,0
323,18084,23334,16,0,0
324,18667,24958,16,0,0
325,15458,20625,16,0,0
326,17125,21959,16,0,0
327,19542,24375,16,0,0
328,20791,25916,16,0,0
329,20958,25667,16,0,0
330,18583,23416,16,0,0
331,20167,25083,16,0,0
332,20000,26042,16,0,0
333,19000,24792,16,0,0
334,18542,23334,16,0,0
335,20125,25500,16,0,0
336,21541,26583,16,0,0
337,20417,26208,16,0,0
338,20625,25708,16,0,0
339,19292,24208,16,0,0
340,21167,27250,16,0,0
341,22958,28292,16,0,0
342,21750,27000,16,0,0
343,20000,25125,16,0,0
344,21292,27417,16,0,0
345,19750,25542,16,0,0
346,21417,26625,16,0,0
347,19834,25416,16,0,0
348,21042,25875,16,0,0
349,19167,24875,16,0,0
350,20084,24709,16,0,0
351,20500,25167,16,0,0
352,20000,25667,16,0,0
353,22666,28417,16,0,0
354,21125,26916,16,0,0
355,22083,27875,16,0,0
356,19458,24583,16,0,0
357,22625,27583,16,0,0
358,18750,23834,16,0,0
359,19583,25167,16,0,0
360,20125,26667,16,0,0
361,20000,25458,16,0,0
362,20084,25334,16,0,0
363,21500,27083,16,0,0
364,18625,23708,16,0,0
365,20250,25583,16,0,0
366,21000,25625,16,0,0
367,21458,26541,16,0,0
368,18084,24167,16,0,0
369,18958,24750,16,0,0
370,17833,23541,16,0,0
371,25250,31833,16,0,0
372,53750,59125,16,0,0
373,17209,22625,16,0,0
374,16625,22291,16,0,0
375,17416,22708,16,0,0
376,17084,22542,16,0,0
377,17208,22792,16,0,0
378,17292,22458,16,0,0
379,17583,22791,16,0,0
380,18834,23791,16,0,0
381,17125,23417,16,0,0
382,20458,27334,16,0,0
383,19084,24042,16,0,0
384,15833,20500,16,0,0
385,17667,23250,16,0,0
386,18500,24208,16,0,0
387,17125,22084,16,0,0
388,17875,23500,16,0,0
389,15125,20375,16,0,0
390,16000,21000,16,0,0
391,17292,22333,16,0,0
392,19792,25166,16,0,0
393,18166,23166,16,0,0
394,18291,23209,16,0,0
395,17500,22542,16,0,0
396,17833,23375,16,0,0
397,17375,23000,16,0,0
398,21500,27167,16,0,0
399,18208,23167,16,0,0
400,21709,28500,16,0,0
401,19291,25667,16,0,0
402,20750,27208,16,0,0
403,18250,24458,16,0,0
404,18750,23875,16,0,0
405,22417,29459,16,0,0
406,20000,26083,16,0,0
407,17208,22834,16,0,0
408,17250,22000,16,0,0
409,18750,24042,16,0,0
410,16000,21125,16,0,0
411,17292,22167,16,0,0
412,18541,23916,16,0,0
413,17667,23666,16,0,0
414,16208,21208,16,0,0
415,17917,22583,16,0,0
416,19542,25041,16,0,0
417,21166,26375,16,0,0
418,20500,26667,16,0,0
419,18292,24417,16,0,0
420,16250,21958,16,0,0
421,19750,26958,16,0,0
422,24541,31000,16,0,0
423,16208,23459,16,0,0
424,17208,23458,16,0,0
425,19666,25667,16,0,0
426,23125,28792,16,0,0
427,19167,25917,16,0,0
428,17667,22833,16,0,0
429,18625,23583,16,0,0
430,19333,26208,16,0,0
431,18667,24375,16,0,0
432,17792,23333,16,0,0
433,20542,27000,16,0,0
434,17917,22833,16,0,0
435,17667,23666,16,0,0
436,18459,23959,16,0,0
437,21625,28167,16,0,0
438,16834,22958,16,0,0
439,15417,21042,16,0,0
440,21250,26584,16,0,0
441,20333,25500,16,0,0
442,18500,24042,16,0,0
443,18125,24000,16,0,0
444,20667,25875,16,0,0
445,18459,23709,16,0,0
446,19708,24625,16,0,0
447,21666,26875,16,0,0
448,21125,26541,16,0,0
449,19958,25333,16,0,0
450,23458,29250,16,0,0
451,21916,27333,16,0,0
452,19250,24417,16,0,0
453,18625,23875,16,0,0
454,20750,26208,16,0,0
455,19667,25042,16,0,0
456,23417,29167,16,0,0
457,21791,26917,16,0,0
458,20875,26625,16,0,0
459,22459,28292,16,0,0
460,19333,25292,16,0,0
461,19292,24375,16,0,0
462,21292,27375,16,0,0
463,21041,26125,16,0,0
464,19834,25583,16,0,0
465,19708,25958,16,0,0
466,22083,27750,16,0,0
467,23292,28875,16,0,0
468,20500,25875,16,0,0
469,20333,25500,16,0,0
470,24834,31750,16,0,0
471,20042,24959,16,0,0
472,21833,27375,16,0,0
473,20833,26208,16,0,0
474,17291,22708,16,0,0
475,22333,27458,16,0,0
476,20542,25833,16,0,0
477,21250,26417,16,0,0
478,20542,25084,16,0,0
479,16083,21250,16,0,0
480,18625,23334,16,0,0
481,23750,31833,16,0,0
482,20417,25292,16,0,0
483,21000,26208,16,0,0
484,19625,24750,16,0,0
485,23042,28792,16,0,0
486,20750,26250,16,0,0
487,19750,24916,16,0,0
488,23250,29875,16,0,0
489,19500,24125,16,0,0
490,17792,22750,16,0,0
491,22209,27458,16,0,0
492,24208,31042,16,0,0
493,19292,25042,16,0,0
494,19459,24750,16,0,0
495,20833,26917,16,0,0
496,21292,26917,16,0,0
497,20916,25792,16,0,0
498,21792,26917,16,0,0
499,20625,25792,16,0,0
500,21084,27333,16,0,0
501,20833,26958,16,0,0
502,17416,22875,16,0,0
503,25875,33541,16,0,0
504,18041,24417,16,0,0
505,24083,29000,16,0,0
506,22333,27875,16,0,0
507,20292,25834,16,0,0
508,20666,26375,16,0,0
509,23542,29792,16,0,0
510,20125,25291,16,0,0
511,23458,29333,16,0,0
512,17083,22708,16,0,0
513,21084,27209,16,0,0
514,24375,31417,16,0,0
515,18209,23875,16,0,0
516,22125,28208,16,0,0
517,20458,26541,16,0,0
518,23042,29292,16,0,0
519,20958,26458,16,0,0
520,20583,26583,16,0,0
521,20917,26167,16,0,0
522,20958,25875,16,0,0
523,20708,25875,16,0,0
524,18667,24292,16,0,0
525,23500,29791,16,0,0
526,19542,24583,16,0,0
527,21625,27625,16,0,0
528,19792,25125,16,0,0
529,22875,28334,16,0,0
530,18750,23667,16,0,0
531,23333,28459,16,0,0
532,22083,27583,16,0,0
533,20625,25333,16,0,0
534,18417,23625,16,0,0
535,18584,23750,16,0,0
536,26041,34417,16,0,0
537,16041,21166,16,0,0
538,22500,27625,16,0,0
539,21666,26834,16,0,0
540,20209,25958,16,0,0
541,20708,26167,16,0,0
542,20166,26000,16,0,0
543,17959,23375,16,0,0
544,18625,23459,16,0,0
545,17291,22959,16,0,0
546,22792,27709,16,0,0
547,26959,33375,16,0,0
548,17500,21959,16,0,0
549,19208,24542,16,0,0
550,21292,27250,16,0,0
551,18958,24167,16,0,0
552,20459,26042,16,0,0
553,19250,25125,16,0,0
554,16000,20583,16,0,0
555,17875,23875,16,0,0
556,19000,24083,16,0,0
557,19583,25917,16,0,0
558,22583,28917,16,0,0
559,16833,22250,16,0,0
560,18917,23916,16,0,0
561,22458,28541,16,0,0
562,18875,24041,16,0,0
563,20333,25791,16,0,0
564,19708,24708,16,0,0
565,18541,23625,16,0,0
566,20167,25084,16,0,0
567,18166,23417,16,0,0
568,21166,26000,16,0,0
569,24792,32875,16,0,0
570,16834,21500,16,0,0
571,21750,27750,16,0,0
572,19000,24333,16,0,0
573,19750,24917,16,0,0
574,18875,23917,16,0,0
575,20833,26041,16,0,0
576,19333,24417,16,0,0
577,20042,26000,16,0,0
578,20750,26125,16,0,0
579,20458,25375,16,0,0
580,24709,32583,16,0,0
581,17250,22000,16,0,0
582,20875,25917,16,0,0
583,18792,24125,16,0,0
584,17250,22750,16,0,0
585,20042,25291,16,0,0
586,16167,21042,16,0,0
587,17667,22833,16,0,0
588,18167,23541,16,0,0
589,18959,23875,16,0,0
590,17166,22792,16,0,0
591,20333,27208,16,0,0
592,17625,23292,16,0,0
593,21833,27500,16,0,0
594,19833,25084,16,0,0
595,19500,24875,16,0,0
596,18333,23459,16,0,0
597,16250,21458,16,0,0
598,17875,23542,16,0,0
599,17625,23334,16,0,0
600,18125,23584,16,0,0
601,16542,21500,16,0,0
602,21542,28708,16,0,0
603,18375,23542,16,0,0
604,21167,26458,16,0,0
605,18542,23542,16,0,0
606,16709,21917,16,0,0
607,18625,24500,16,0,0
608,17833,23125,16,0,0
609,16667,22333,16,0,0
610,19208,24292,16,0,0
611,18000,22958,16,0,0
612,19041,24750,16,0,0
613,145375,151166,16,0,0
614,17542,22541,16,0,0
615,19750,25625,16,0,0
616,19542,24542,16,0,0
617,18209,23834,16,0,0
618,18625,23583,16,0,0
619,17625,23042,16,0,0
620,19167,24416,16,0,0
621,16292,21917,16,0,0
622,17084,22292,16,0,0
623,17250,21917,16,0,0
624,144125,149208,16,0,0
625,18583,24042,16,0,0
626,21208,27250,16,0,0
627,19959,25333,16,0,0
628,19416,24750,16,0,0
629,17542,22708,16,0,0
630,19625,24750,16,0,0
631,17791,22917,16,0,0
632,18500,23167,16,0,0
633,17042,22208,16,0,0
634,18084,23416,16,0,0
635,15833,21167,16,0,0
636,19084,25541,16,0,0
637,17917,24042,16,0,0
638,19167,24084,16,0,0
639,17208,22084,16,0,0
640,19417,24917,16,0,0
641,18250,23125,16,0,0
642,16750,22208,16,0,0
643,16666,22250,16,0,0
644,17875,23041,16,0,0
645,17208,22917,16,0,0
646,16541,22041,16,0,0
647,21125,26292,16,0,0
648,21125,26250,16,0,0
649,19916,25750,16,0,0
650,16834,22042,16,0,0
651,17917,22625,16,0,0
652,17542,22750,16,0,0
653,19042,24625,16,0,0
654,17416,22500,16,0,0
655,18791,24459,16,0,0
656,18208,24042,16,0,0
657,17000,22042,16,0,0
658,20958,26250,16,0,0
659,20417,25334,16,0,0
660,18958,24250,16,0,0
661,21042,26041,16,0,0
662,20084,25208,16,0,0
663,18417,23625,16,0,0
664,18000,23708,16,0,0
665,19875,25292,16,0,0
666,18833,25000,16,0,0
667,18167,23125,16,0,0
668,17333,22333,16,0,0
669,18917,24333,16,0,0
670,19417,24625,16,0,0
671,19375,24583,16,0,0
672,19833,24583,16,0,0
673,18792,24208,16,0,0
674,18875,23541,16,0,0
675,18958,24625,16,0,0
676,18375,23834,16,0,0
677,19000,24167,16,0,0
678,16708,22417,16,0,0
679,17708,23333,16,0,0
680,20542,25917,16,0,0
681,21208,26292,16,0,0
682,18542,24583,16,0,0
683,18542,23666,16,0,0
684,18375,23750,16,0,0
685,17375,22375,16,0,0
686,16959,22042,16,0,0
687,18750,24167,16,0,0
688,18292,23500,16,0,0
689,19833,24833,16,0,0
690,18750,23750,16,0,0
691,20291,25583,16,0,0
692,19375,24292,16,0,0
693,18166,23250,16,0,0
694,17916,23333,16,0,0
695,21709,27625,16,0,0
696,17709,22708,16,0,0
697,19959,25291,16,0,0
698,18417,23375,16,0,0
699,19291,24000,16,0,0
700,20708,25750,16,0,0
701,19458,25792,16,0,0
702,18625,24042,16,0,0
703,20958,26417,16,0,0
704,19875,25625,16,0,0
705,20667,27083,16,0,0
706,21375,27208,16,0,0
707,21416,26791,16,0,0
708,21041,26209,16,0,0
709,20625,26875,16,0,0
710,19833,26166,16,0,0
711,17250,22166,16,0,0
712,20292,25500,16,0,0
713,19417,24291,16,0,0
714,18750,24709,16,0,0
715,15458,20041,16,0,0
716,20917,26084,16,0,0
717,21584,27292,16,0,0
718,20166,25333,16,0,0
719,20375,25042,16,0,0
720,17917,23417,16,0,0
721,18042,22791,16,0,0
722,19458,25416,16,0,0
723,20125,26000,16,0,0
724,21958,27667,16,0,0
725,21750,27583,16,0,0
726,21250,26917,16,0,0
727,20000,25625,16,0,0
728,21458,26542,16,0,0
729,21208,26167,16,0,0
730,19708,25292,16,0,0
731,19375,25417,16,0,0
732,23291,29166,16,0,0
733,22708,28583,16,0,0
734,21042,26959,16,0,0
735,18875,24750,16,0,0
736,20541,26250,16,0,0
737,20458,25375,16,0,0
738,21167,26708,16,0,0
739,22792,28500,16,0,0
740,20875,26084,16,0,0
741,23667,29125,16,0,0
742,21333,26625,16,0,0
743,22833,28250,16,0,0
744,18209,22916,16,0,0
745,20667,25917,16,0,0
746,20541,26209,16,0,0
747,19792,25459,16,0,0
748,20833,26750,16,0,0
749,21167,26792,16,0,0
750,20291,25917,16,0,0
751,19709,25125,16,0,0
752,20834,25958,16,0,0
753,20000,25750,16,0,0
754,18834,24291,16,0,0
755,18833,23791,16,0,0
756,16500,22083,16,0,0
757,19875,25500,16,0,0
758,19459,25958,16,0,0
759,17958,23750,16,0,0
760,15375,20208,16,0,0
761,15709,21375,16,0,0
762,17417,23916,16,0,0
763,18875,23833,16,0,0
764,17459,22875,16,0,0
765,18833,23875,16,0,0
766,17375,23208,16,0,0
767,18375,23542,16,0,0
768,19416,24875,16,0,0
769,19875,25625,16,0,0
770,17208,24458,16,0,0
771,19750,25125,16,0,0
772,19584,24750,16,0,0
773,16250,21542,16,0,0
774,15917,21166,16,0,0
775,16625,21666,16,0,0
776,17625,22583,16,0,0
777,16666,22292,16,0,0
778,20166,24958,16,0,0
779,20833,26291,16,0,0
780,18458,24084,16,0,0
781,19542,24417,16,0,0
782,19500,24500,16,0,0
783,18292,24375,16,0,0
784,19625,25042,16,0,0
785,18291,23917,16,0,0
786,20167,25417,16,0,0
787,20791,26083,16,0,0
788,18208,23167,16,0,0
789,17542,23291,16,0,0
790,20667,25791,16,0,0
791,20417,26833,16,0,0
792,20708,26208,16,0,0
793,15750,21083,16,0,0
794,18667,24500,16,0,0
795,15750,20666,16,0,0
796,17000,23167,16,0,0
797,16583,22375,16,0,0
798,15750,20792,16,0,0
799,17875,23375,16,0,0
800,17042,22333,16,0,0
801,16958,22375,16,0,0
802,23459,28916,16,0,0
803,21166,27250,16,0,0
804,20875,27791,16,0,0
805,15208,20875,16,0,0
806,22833,29792,16,0,0
807,16750,22584,16,0,0
808,22166,28791,16,0,0
809,19083,24458,16,0,0
810,16542,22292,16,0,0
811,18792,25250,16,0,0
812,20750,26708,16,0,0
813,21208,27250,16,0,0
814,16375,22334,16,0,0
815,18750,24167,16,0,0
816,22000,28000,16,0,0
817,20250,26125,16,0,0
818,17084,23166,16,0,0
819,19042,24916,16,0,0
820,18625,24500,16,0,0
821,20334,25583,16,0,0
822,19584,24834,16,0,0
823,20166,25625,16,0,0
824,20208,26250,16,0,0
825,18167,24333,16,0,0
826,19625,25625,16,0,0
827,18416,24333,16,0,0
828,19500,26000,16,0,0
829,18250,23583,16,0,0
830,18042,23167,16,0,0
831,20916,26917,16,0,0
832,18917,24208,16,0,0
833,19542,25208,16,0,0
834,22125,26791,16,0,0
835,15667,21042,16,0,0
836,20709,26500,16,0,0
837,21750,27125,16,0,0
838,20000,25708,16,0,0
839,17917,23625,16,0,0
840,18083,23625,16,0,0
841,21917,27084,16,0,0
842,20792,27083,16,0,0
843,20167,25292,16,0,0
844,21583,27125,16,0,0
845,20459,25959,16,0,0
846,19667,25000,16,0,0
847,22708,28084,16,0,0
848,20000,26041,16,0,0
849,18166,23084,16,0,0
850,21959,28334,16,0,0
851,20625,25541,16,0,0
852,19083,24917,16,0,0
853,21875,27792,16,0,0
854,22500,27333,16,0,0
855,21292,26500,16,0,0
856,20958,27334,16,0,0
857,20208,25750,16,0,0
858,21250,26417,16,0,0
859,20292,27000,16,0,0
860,20791,26709,16,0,0
861,18084,24083,16,0,0
862,23042,28208,16,0,0
863,20791,25667,16,0,0
864,20458,26083,16,0,0
865,20833,26333,16,0,0
866,15375,20750,16,0,0
867,20042,25584,16,0,0
868,17750,22417,16,0,0
869,22458,28291,16,0,0
870,22042,27500,16,0,0
871,19458,24750,16,0,0
872,18292,23541,16,0,0
873,21125,27167,16,0,0
874,20916,26458,16,0,0
875,23250,29917,16,0,0
876,19125,24416,16,0,0
877,18375,23334,16,0,0
878,20958,26750,16,0,0
879,19417,25125,16,0,0
880,21459,27250,16,0,0
881,18167,23041,16,0,0
882,19375,24709,16,0,0
883,19666,24833,16,0,0
884,20708,26250,16,0,0
885,21667,26791,16,0,0
886,19041,24042,16,0,0
887,20333,25625,16,0,0
888,20084,25208,16,0,0
889,22959,28708,16,0,0
890,21708,26459,16,0,0
891,21833,27917,16,0,0
892,18792,24875,16,0,0
893,23250,28834,16,0,0
894,23583,29375,16,0,0
895,22250,27958,16,0,0
896,17417,23584,16,0,0
897,20042,25375,16,0,0
898,21250,26416,16,0,0
899,22125,27709,16,0,0
900,23750,30584,16,0,0
901,17125,21750,16,0,0
902,20917,25958,16,0,0
903,19792,24666,16,0,0
904,22625,28500,16,0,0
905,21250,26833,16,0,0
906,21459,26791,16,0,0
907,21208,26417,16,0,0
908,20625,26250,16,0,0
909,18125,22958,16,0,0
910,20625,26125,16,0,0
911,20708,27333,16,0,0
912,20916,26583,16,0,0
913,21334,26667,16,0,0
914,19917,25333,16,0,0
915,19875,25000,16,0,0
916,19625,24875,16,0,0
917,21208,27125,16,0,0
918,20584,27041,16,0,0
919,19750,25084,16,0,0
920,23750,28959,16,0,0
921,17791,23958,16,0,0
922,24792,31417,16,0,0
923,18041,22917,16,0,0
924,20958,28042,16,0,0
925,21208,26000,16,0,0
926,22084,26750,16,0,0
927,20709,25583,16,0,0
928,21000,26375,16,0,0
929,19541,25458,16,0,0
930,17875,23583,16,0,0
931,19500,25167,16,0,0
932,22125,28000,16,0,0
933,24209,31333,16,0,0
934,16750,21875,16,0,0
935,19333,24500,16,0,0
936,18417,23625,16,0,0
937,17375,22000,16,0,0
938,24667,30084,16,0,0
939,19625,25291,16,0,0
940,21375,27458,16,0,0
941,17875,23084,16,0,0
942,20083,25250,16,0,0
943,16667,22583,16,0,0
944,18041,24833,16,0,0
945,17708,23208,16,0,0
946,18917,24459,16,0,0
947,17875,23208,16,0,0
948,19334,25667,16,0,0
949,21459,26958,16,0,0
950,18708,24083,16,0,0
951,19542,25375,16,0,0
952,22250,27792,16,0,0
953,18916,23958,16,0,0
954,18083,23708,16,0,0
955,23916,30917,16,0,0
956,16750,21458,16,0,0
957,19958,25167,16,0,0
958,19333,24291,16,0,0
959,20417,25709,16,0,0
960,19750,25459,16,0,0
961,22083,27500,16,0,0
962,20750,25875,16,0,0
963,20625,26000,16,0,0
964,20042,24875,16,0,0
965,18666,24167,16,0,0
966,23166,29375,16,0,0
967,16958,22041,16,0,0
968,22334,27750,16,0,0
969,19667,25375,16,0,0
970,18917,24250,16,0,0
971,18333,23959,16,0,0
972,19666,25500,16,0,0
973,17875,22875,16,0,0
974,17084,22375,16,0,0
975,19250,24917,16,0,0
976,16916,22083,16,0,0
977,20500,26958,16,0,0
978,19292,24250,16,0,0
979,20959,26709,16,0,0
980,18458,23333,16,0,0
981,18417,23791,16,0,0
982,17750,23125,16,0,0
983,19459,24833,16,0,0
984,18000,22958,16,0,0
985,16833,21709,16,0,0
986,17250,22375,16,0,0
987,18083,22833,16,0,0
988,19541,25791,16,0,0
989,17875,22541,16,0,0
990,19250,24208,16,0,0
991,20458,25417,16,0,0
992,19375,24375,16,0,0
993,18750,23750,16,0,0
994,20875,25875,16,0,0
